3,C,AtCoderプログラミング講座,"
		AtCoder社では、優秀な競技プログラマーの講座動画を N 個配信しています。
		初心者競技プログラマーの高橋くんは、AtCoder社が配信している動画を見て修練しようとしています。
		高橋くんの実力はレートという実数値で表され、レートが高いほど実力が高いことを表します。

		高橋くんのレートが C の時に、レート R の競技プログラマーの講座動画を見ると、高橋くんのレートは (C+R)/2 に変化します。
		高橋くんは、講座動画を合計で K 個まで好きな順番で見ることができますが、同じ競技プログラマーの講座動画は一度までしか見ることができません。
		講座動画を配信している N 人のレートが与えられた時、高橋くんが講座動画を見ることによって達成できるレートの最大値を求めるプログラムを書いてください。
		ただし、高橋くんの初期レートは 0 です。
"
3,D,AtCoder社の冬,"
		AtCoder社の社員室は R \times C（R 行 C 列）の区画に区切られており、各区画には、社員のデスク、サーバーラックのどちらかがあるか、何もない空きスペースのどれかです。
		AtCoder社のある地域の冬は寒く、暖房代をできるだけ節約するため、社員室の必要なスペースのみを区切って使用することに決めました。
		しかし、資材の問題で、区画に平行な長方形の領域で区切らなければいけません。
		そこで、

デスク、または、サーバーラックのある最も上の行のすぐ上、
デスク、または、サーバーラックのある最も下の行のすぐ下、
デスク、または、サーバーラックのある最も左の列のすぐ左、
デスク、または、サーバーラックのある最も右の列のすぐ右

		の 4 辺で囲まれた区画を壁で囲みました。
		すると壁で囲まれた領域は X \times Y（X 行 Y 列）の区画になりました。
		また、AtCoder社の社員室には、D 個のデスクと、L 個のサーバーラックがあります。
		もともと、社員室に、どのようにデスクとサーバーラックの配置されていたのか、考えうるパターン数を 1000000007 = 10^9+7 で割った余りを求めるプログラムを書いてください。
"
4,A,流行,"
		高橋君は N 円借金をしました。
		倍返しでおもてなしするのが流行だと小耳に挟んだ高橋君は、2*N 円返済します。
		高橋君が返済する金額 2*N 円を出力してください。
	"
4,B,回転,"
        高橋君は 4 x 4 マスの盤面を見つけました。
        各マスには .ox のいずれかの文字が書かれています。
        彼はこの盤面を回転させた後、どういった状態になるのか気になりました。
        盤面を正面から見たときの状態が与えられるので、180 度回転させた後の盤面を出力してください。
    "
4,C,入れ替え,"
        ここにカードが 6 枚あり、それぞれ 1 から 6 までの整数が書かれています。
        最初、左から右へ 1 のカードから 6 のカードまでがソートされた状態で並んでいます。



        高橋君には整数 N が与えられます。高橋君は以下の操作を i = 0,1,2, ... ,N-1 に対して i = 0 から 順番に行います。
        
左から (i mod 5)+1 番目にあるカードと、左から (i mod 5)+2 番目にあるカードの位置を入れ替える。

mod とは、「剰余」を意味し、例えば 8 mod 5 は 3 であり、15 mod 5 は 0 になります。
        ここで実際に N = 5 のときに行われる操作を例示します。

i = 0 のとき：
(0 mod 5)+1 = 1、(0 mod 5)+2 = 2
            より、左から 1 番目のカード」と、「左から 2 番目のカード」を入れ替えます。
            


i = 1 のとき：



i = 2 のとき：



i = 3 のとき：



i = 4 のとき：



よって、N=5 のとき、カードの並びは左から234561の順に並びます。

        あなたは高橋君の代わりに、上記の操作が全て終わった後のカードの並びを答えてください。
    "
4,D,マーブル,"
        一直線上に無限個の箱が並んでいます。それぞれの箱に、左から右にかけて ...,-2,-1,0,1,2,... の番号が付いています。
        いま、番号が -100 の箱に赤いマーブルが R 個入っています。同様に、番号が 0 の箱に緑のマーブルが G 個、番号が 100 の箱に青いマーブルが B 個入っています。これら以外の箱には何も入っていません。
        以下の操作を繰り返して、全ての箱に入っているマーブルの個数が 1 個以下になるようにして下さい。

マーブルを 1 つ選び、それを左右どちらかの隣接する箱に移動させる。
ただしこのとき、1 つの箱に複数の異なる色のマーブルを入れてはならない。

        必要となる最小の操作回数を求めてください。
"
5,A,おいしいたこ焼きの作り方,"
高橋君はたこ焼き屋をはじめることにしました。
たこ焼きを１つ作るのに必要な小麦粉の量xグラムと、高橋くんが今持っている小麦粉の量yグラムが与えられるので高橋くんが最大でいくつたこ焼きを作れるか出力して下さい。
"
5,B,おいしいたこ焼きの食べ方,"

        高橋君は試作したたこ焼きを食べることにしました。
    

        高橋君は熱々のたこ焼きが好きなので、できてすぐのたこ焼きから食べます。
    

        それぞれのたこ焼きが何秒前にできたかが与えられるので、一番できたてのたこ焼きが何秒前にできたか出力して下さい。
    
"
5,C,おいしいたこ焼きの売り方,"

        高橋君は、たこ焼きをどの順番で売るか悩んでいました。というのも、作り置きされたたこ焼きは美味しくないとわかっているので、高橋君はそのようなたこ焼きを売りたくないのですが、できたてばかり売ってしまうと売れるたこ焼きの数が減ってしまいます。
    

        また、お客さんを待たせてばかりだと、次第にお客さんが離れてしまうだろうと高橋君は考えています。
        そこで、彼は T 秒以内に作成されたたこ焼きを売り続けることで、お客さんを捌ききれるかどうかを調べることにしました。


        たこ焼きは A_1、A_2、…、A_N 秒後に焼きあがります。
        お客さんは B_1、B_2、…、B_M 秒後にやってきます。
1 人のお客さんに対して、たこ焼きを 1 つ売るとします。すべてのお客さんにたこ焼きを売れるならyes、売れないならnoを出力して下さい。
    
"
5,D,おいしいたこ焼きの焼き方,"
高橋君のたこ焼き屋で使っているたこ焼き器は焼く場所によって美味しさの変わるクセの強いたこ焼き器です。
また、店員の力量によって一度に焼けるたこ焼きの数が違います。
高橋君はそれぞれの店員ができるだけ美味しくたこ焼きを焼けるようにしようと思いました。
たこ焼き器はN×Nの正方形をしています。
それぞれの場所ごとにたこ焼きの美味しさD_{ij}が決まっています。
それぞれの店員は一度に焼けるたこ焼きの上限P_kが決まっています。
また、一度に焼くたこ焼きは必ずたこ焼き器の長方形の部分になっていて、その中の全てを使わなければなりません。
それぞれの店員について一度に焼けるたこ焼きの美味しさの合計の最大値を求めて下さい。
ただし、店員が焼き始める時はたこ焼き器が完全に空いていてどの場所でも使えるとします。
"
6,A,世界のFizzBuzz,"

            数字 N が与えられます。
            N に 3 が含まれる、もしくは 3 で割り切れる場合はYES、それ以外は NO と出力してください。
        
"
6,B,トリボナッチ数列,"

            トリボナッチ数列というものがあります。この数列は3つ前までの数字を足したものです。
            厳密には、



a_1 = 0, a_2 = 0, a_3 = 1


a_n = a_{n-1} + a_{n-2} + a_{n-3}



            と定義されています。参考までに、トリボナッチ数列表を掲載します。
        



#
a_1
a_2
a_3
a_4
a_5
a_6
a_7
a_8
...
a_n




値
0
0
1
1
2
4
7
13
...
a_{n-1}+a_{n-2}+a_{n-3}




            この数列の第 n 項、a_n を 10007 で割った余りを求めてください。
        
"
6,C,スフィンクスのなぞなぞ,"

            新学期に向けて新たな気持ちで通学しているあなたの前に、スフィンクスが立ちふさがっています。
            このスフィンクスは「なぞなぞ」を出すことで有名で、このなぞなぞに答えられない場合、留年します。
        

            なぞなぞは以下のとおりです。
            「この街には人間が N 人いる。人間は、大人、老人、赤ちゃんの 3 通りだ。
            この街にいる人間の、足の数の合計は M 本で、大人の足は 2 本、老人の足は 3 本、赤ちゃんの足は 4 本と仮定した場合、存在する人間の組み合わせとしてあり得るものを 1 つ答えよ。」
        

            新学期早々留年したくないあなたは、このなぞなぞに正解する必要があります。
            なぞなぞの答えとなる「この街に存在する人間の組み合わせ」を 1 つ出力してください。
            もし、そのような組み合わせが存在しない場合は-1 -1 -1と出力してください。
        
"
6,D,トランプ挿入ソート,"

            数字が書かれたカードが N 枚あります。このカードの束（山札）に対して以下の操作が可能です。
        


                山札からカードを 1 枚抜き取り、任意の場所に挿入する。
            


            山札の上から下に向けて、カードを昇順に並べ替えるために必要な、最小の操作回数を求めてください。
        
"
7,A,植木算,"
問題文
小学生のたかはし君は、遠足で林にきています。遠足を楽しんでいる彼は、木が一直線に並んでいることに気づきました。
そして、授業で、「植木算」というものを習ったことを思い出しました。彼が授業で習った植木算の問題は、「木が 4 本 一直線に並んでいるとき、隣り合う木の""間""は何箇所存在するか。」というもので、その答えは図1の通り 3 箇所です。

図1. 4本の木の間は3箇所

今回、遠足中の彼が見ている光景は、その問題のシチュエーションとよく似通っていて、隣り合う木の間の数を数えたくなりました。
彼は遠足パンフレットに、一直線に生えている木々の本数が書かれていることに気づきました。しかし、彼は実際に木の間を数える手段しか知らないので、本数によってはとても時間がかかってしまうかもしれません。
そこで、あなたにお願いがあります。
一直線に並んでいる木々が n 本あるという情報が与えられるので、隣り合う木の間の数を出力するプログラムをたかはし君のために作ってあげてください。
"
7,B,辞書式順序,"
問題文
文字列 A が与えられる。小文字アルファベット(a-z)のみを使って辞書順比較したとき文字列 A より小さいものを1つ何でも良いので出力せよ。ただし、文字列は 1 文字以上 100 文字以下でなければならない。もし存在しない場合は ""-1"" を出力せよ。
ただし、ある文字列 S=S_1S_2...S_n と T=T_1T_2...T_m について、辞書順比較した際に S＜T であるとは、次のどちらか一方の状態が成り立っていることを言う。

ある整数 i (1≦i≦{\rm min}(n,m)) に関して、 1≦j≦i－1 を満たすどの整数 j に関しても S_j=T_j が成立し、かつ S_i＜T_i が成立する
任意の整数 i (1≦i≦{\rm min}(n,m)) に関して、 常に S_i=T_i が成立し、かつ |S|＜|T| である。ただし |X| は文字列 X の長さを表すものとする。

なにやら頭が痛くなる記述だが、言い換えると次の通りである。

それぞれの文字列の同じ位置同士を先頭から比較していって、初めて不一致になったら、その文字同士の(アルファベットでの)比較結果が文字列の全体の比較結果である。 例えば、""abcd"" と ""ax"" を比較すると、2 文字目で、'b'<'x' となるので、""abcd""<""ax"" である。
もし、比較している途中で片方の文字列が尽きてしまったら、文字列の長さが短い方が小さい。例えば ""ab"" < ""abc""である。

"
7,C,幅優先探索,"
問題文
たかはし君は迷路が好きです。今、上下左右に移動できる二次元盤面上の迷路を解こうとしています。盤面は以下のような形式で与えられます。

まず、盤面のサイズと、迷路のスタート地点とゴール地点の座標が与えられる。
次に、それぞれのマスが通行可能な空きマス(.)か通行不可能な壁マス(#)かという情報を持った盤面が与えられる。盤面は壁マスで囲まれている。スタート地点とゴール地点は必ず空きマスであり、スタート地点からゴール地点へは、空きマスを辿って必ずたどり着ける。具体的には、入出力例を参考にすると良い。

今、彼は上記の迷路を解くのに必要な最小移動手数を求めたいと思っています。どうやって求めるかを調べていたところ、「幅優先探索」という手法が効率的であることを知りました。幅優先探索というのは以下の手法です。

スタート地点から近い(たどり着くための最短手数が少ない)マスから順番に、たどり着く手数を以下のように確定していく。説明の例として図1の迷路を利用する。


図1. 説明に用いる盤面

最初に、スタート地点は、スタート地点から手数0でたどり着ける(当然)ので、最短手数0で確定させる(図2)。


図2. 最短手数0でたどり着けるマスが確定(初期)

次に、スタート地点の四近傍(上下左右)の空きマスについて、手数1で確定させる(図3)。


図3. 最短手数1でたどり着けるマスが確定

次に、手数1で確定したそれぞれのマスの4近傍を見て、まだ確定していない空きマスがあればそのマスを手数2で確定させる(図4)。


図4. 最短手数2でたどり着けるマスが確定

次に、手数2で確定したそれぞれのマスの4近傍を見て、まだ確定していない空きマスがあればそのマスを手数3で確定させる(図5)。


図5. 最短手数3でたどり着けるマスが確定

次に、手数3で確定したそれぞれのマスの4近傍を見て、まだ確定していない空きマスがあればそのマスを手数4で確定させる(図6)。


図6. 最短手数4でたどり着けるマスが確定

上記の手順を確定の更新が無くなるまで繰り返すと、スタート地点からたどり着ける全ての空きマスについて最短手数が確定する(図7)。スタートとゴールは必ず空きマスを辿ってたどり着けるという制約があるので、ゴール地点への最短手数も分かる。


図7. すべてのたどり着けるマスへの最短手数が確定
さて、この処理をスマートに実装するためには、先入れ先出し(FIFO)のキュー(Queue)というデータ構造を用いると良いことが知られています。もちろん、使わなくても解くことは可能です。今回、よく分からなければ思いついた方法で解くことをおすすめします。先入れ先出しのキューとは以下のような機能を持つデータ構造です。

追加(Push): キューの末尾にデータを追加する。
取り出し(Pop): キューの先頭のデータを取り出す。

このデータ構造を使うと、先ほどの幅優先探索の説明における「マスの最短手数の確定」のタイミングでその確定マスをキューに追加し、追加操作が終わればPopを行い、取り出したマスの4近傍を調べるということを繰り返せば(つまり先に追加されたものから順番に処理していけば)、簡潔に処理ができることが分かります。
"
7,D,禁止された数字,"
問題文
たかはし王国の国王であるたかはし君主は数字の 4 と 9 が大嫌いです。それらの数字を国内で目にするだけで気分が悪いので、それらを使ってはいけないという法律を定めました。この法律を破ってしまうと罰せられます。数字が禁止されているので、ある数の10進表現を考えたとき、いずれかの桁に禁止された数字が1つでも含まれている場合、その数を使うことはできません。
今まで使っていた数字を使えなくなったあなたは、うっかり使ってしまって罰せられては困るので、使う可能性がある数の区間 [A,B]=\{A,A+1,A+2,...,B\} に、いくつ禁止された数が含まれているかを確かめることにしました。そのためのプログラムを作ってください。
"
8,A,アルバム,"
問題文
高橋君は子供の頃の写真を整理している。
整理している最中に、写真を入れている木箱が出てきたので、木箱内にある写真をアルバムに貼って整理することにした。どの位の大きさのアルバムが必要なのか確認するために、木箱の中にある写真の枚数が知りたくなった。
高橋君はすべての写真に正整数の通し番号を付けており、木箱内には通し番号が S 以上 T 以下であるすべての写真が入っている。
高橋君は、木箱にある写真の枚数が知りたいが、写真を 1 枚ずつ数えるのは大変である。
あなたは高橋くんの代わりに、S と T の値からアルバムに貼られている写真の枚数を計算するプログラムを作成せよ。
"
8,B,投票,"
問題文
とある組織で、リーダーを選ぶ選挙が行われた。
組織は N 人の構成員で構成されており、各人は最もリーダーにふさわしい人物の名前を書いた。
リーダーは、得票数が最も多い人物が選ばれることになっている。
得票数が最も多い人物の名前を出力せよ。得票数が最も多い人物が複数いる場合は、そのうちどの名前を出力してもよい。
"
8,C,コイン,"
問題文
高橋君は裏表が区別できる N 枚のコインを持っている。コインの大きさは異なり、それぞれのコインには 1 つずつ正の整数が書かれている。
これらのコインを無作為に (N! 通りの組み合わせがすべて同じ確率で出てくるように) 一列に並べる。その後、以下の手順を実行する。

すべてのコインを表向きにする。
左端のコインから順に、現在見ているコインよりも右側 (それ自身を除く) にあるコインのうち、現在見ているコインに書かれている整数の倍数が書かれているコインすべての裏表をひっくり返す。

高橋君はこの操作を終了した後に表を向いているコインの枚数の期待値が知りたい。
あなたは高橋くんの代わりに、期待値を計算するプログラムを作成してほしい。
"
8,D,金塊ゲーム,"
問題文
高橋君はとあるゲームをプレイしている。このゲームでは縦横方向に無限に広がるマス目の上で行われる。各マス目は正方形状で、各辺は東西方向または南北方向に平行である。マス目のうちあるマスには (0,0) という数字の組が割り当てられており、このマスから東方向に x マス (x<0 のときは西方向に -x マス)進み、北方向に y マス (y<0 のときは南方向に -y マス)進んだところにあるマスには (x,y) という数字の組が割り当てられている。
マス目上には W × H 個の金塊がある。これらの金塊は 1 ≦ p ≦ W かつ 1 ≦ q ≦ H を満たすすべてのマス (p,q) に 1 個ずつ置かれている。また、金塊があるマスのうちちょうど N マスには金塊回収装置がある。装置には 1 から N までの番号が付いている。どの 2 つのマス (a,b) , (c,d) に関しても、2 つのマスの両方に装置があるならば、a≠c かつ b≠d である。また、複数の装置が同じマスにあることはない。最初、どの金塊回収装置も作動していない。
金塊回収装置は作動すると、まずは装置のあるマスにある金塊を回収する。その後、東西南北それぞれの方向にクレーンを伸ばすことで更に金塊を回収することができる。クレーンの性質上、クレーンを下ろす場所には金塊がなく、かつ回収する区間では金塊が連続して存在していなければならない。つまり、クレーンのあるマスを (x,y) としたとき、以下に示す条件でのみクレーンを下ろし、金塊を回収することができる。


東方向に回収する処理：次の条件を満たす整数 p を選ぶ。その後、x+1 ≦ i ≦ p-1 を満たすすべてのマス (i,y) の金塊を回収する。


条件：p > x+1 であり、x+1 ≦ i ≦ p-1 を満たすすべてのマス (i,y) に金塊があり、かつマス (p,y) に金塊がない。




西方向に回収する処理：次の条件を満たす整数 p を選ぶ。その後、p+1 ≦ i ≦ x-1 を満たすすべてのマス (i,y) の金塊を回収する。


条件：p < x-1 であり、p+1 ≦ i ≦ x-1 を満たすすべてのマス (i,y) に金塊があり、かつマス (p,y) に金塊がない。




南方向に回収する処理：次の条件を満たす整数 q を選ぶ。その後、q+1 ≦ j ≦ y-1 を満たすすべてのマス (x,j) の金塊を回収する。


条件：q < y-1 であり、q+1 ≦ j ≦ y-1 を満たすすべてのマス (x,j) に金塊があり、かつマス (x,q) に金塊がない。




北方向に回収する処理：次の条件を満たす整数 q を選ぶ。その後、y+1 ≦ j ≦ q-1 を満たすすべてのマス (x,j) の金塊を回収する。


条件：q > y+1 であり、y+1 ≦ j ≦ q-1 を満たすすべてのマス (x,j) に金塊があり、かつマス (x,q) に金塊がない。




それぞれの方向に関して、条件を満たす p または q が存在しない場合は、その方向にクレーンを伸ばすことができない。
また、それぞれの方向に関して、金塊を回収可能ならば、必ず回収しなければならない。下に条件を満たす回収方法の一例を示す。ただし、以降の図において装置を M の記号で表し、回収可能な範囲は太枠で表している。

高橋君はすべての装置を順番を決めて作動させるつもりである。作動の順番によっては、最終的に得られる金塊の個数が変化するかもしれない。金塊が大好きな高橋君は、最終的に得られる金塊の個数をできるだけ多くしようと考えている。
あなたは高橋くんの代わりに、最大値を計算するプログラムを作成してほしい。
"
9,A,引越し作業,"
問題文
高橋君は引越し作業の真っ最中です。荷物をすべてダンボールにまとめ終え、ちょうどいま家の前にトラックが到着したところです。高橋君は N 個あるダンボールをすべてトラックまで運ぶ必要があります。
ダンボールはとても重いですが、高橋君は力持ちなので片手で 1 つのダンボールを持つことができます。つまり、家とトラックの間を 1 往復するときに最大でそれぞれの手にダンボールを 1 個ずつ、合計で 2 個のダンボールをいちどに持って運ぶことができます。
ダンボールの個数が多いため、高橋君は N 個すべてのダンボールを運びきるために家とトラックの間を最低何往復しなければならないのかが気になりました。
"
9,B,心配性な富豪、ファミリーレストランに行く。,"
問題文
私は富豪だ。それも大富豪と言っていいぐらいお金を持っている。欲しいと思ったものはまずこの有り余るお金を使って買うことができる。しかし、この底の尽きないように思えるほどのお金でさえ人の心を買うことはできない。いくらお金があろうとも、ひとたび多くの庶民の反発を買ってしまえば、これまでのように生きていくことは難しくなるだろう。
この度私は庶民の気持ちを理解するため、初めてファミリーレストランという場所を訪れた。メニューを広げ、料理の内容とその金額を確かめると、なるほど驚きの安さである。どの料理の金額も取るに足らないようなものだから、とりあえず最も金額が高いものを選ぼうかと考えた。
しかし、考えてみれば、私は何のためにファミリーレストランに来たのであったか。庶民の気持ちを理解しようというのに、金額のことを考えずに最も高いものを選ぼうなどと、まるで意味がないではないか。ファミリーレストランに来たうえ、これ見よがしに最も高い料理を注文したとなったら、私の悪評が広まってしまう可能性だってある。
とはいえ、せっかくだから高いものを選んでその味をみてみたいというのも確かである。そうだ、そういうことなら、この店で 2 番目に高い料理を注文することにしよう。そう思って料理の金額を書き出してみたが、料理の種類が多いために 2 番目に高いものを探すのはなかなか骨が折れる。自分で探すかわりに、プログラムを書いてなんとかできないだろうか？
おっと、プログラムを書き始める前にひとつ言っておくが、最も高い金額の料理が複数あるときには注意してもらいたい。というのは、たとえば 4 種類の料理があり、それぞれの金額が 100 円、200 円、300 円、300 円であったときには、2 番目に高いものというのは 200 円の料理になるということだ。
"
